code,ts_code,symbol,name,area,industry,list_date,on_market_days,date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,volume_ratio_perc_rank,total_mv_perc_rank,circ_mv_perc_rank,pe_perc_rank,pe_ttm_perc_rank,ps_ttm_perc_rank,turnover_rate_f_perc_rank,name_x,roe,roa,total_profit,net_profit,free_cashflow,total_revenue,total_assets,total_liab,ebit,ebitda,netdebt,fcff,fcfe,name_year1,roe_year1,roa_year1,total_profit_year1,net_profit_year1,free_cashflow_year1,total_revenue_year1,total_assets_year1,total_liab_year1,ebit_year1,ebitda_year1,netdebt_year1,fcff_year1,fcfe_year1,ev,ev_ebitda_ratio,ev_ebitda_ratio_rank,total_mv_net_profit_ratio,total_mv_net_profit_ratio_rank
SZ002341,002341.SZ,2341,新纶新材,深圳,化工原料,20100122,4288,20211019,5.51,2.5465,3.0067,0.0,0.0,0.0,1.7702,2.8254,3.1108,0.0,0.0,115221.4592,89155.6101,75508.1086,634870.2402,491247.4117,0.0,0.5372470535912831,0.5532577273738047,0.0,0.0,0.4821865954130483,0.6760062263731377,新纶新材,-30.0696,-13.3279,-1334084340.8,-1303158855.41,-147247317.31,2246999650.78,7749006675.8,4130950839.61,-13937968.18,197840759.95,2744416501.36,-147247317.31,-243327793.42,新纶新材,0.1997,1.6956,-7089213.62,-1092676.23,270514394.71,3321969616.5,9563737449.95,4665460728.64,211801790.72,419439608.65,2642303912.37,270514394.71,620323211.34,9093118903.36,45.96180739326967,0.8152015541525012,-4.8717793503406535,0.1168042739193783
SZ002366,002366.SZ,2366,台海核电,四川,专用机械,20100312,4239,20211019,4.06,5.1845,5.6028,0.0,0.0,0.0,5.2042,7.9995,8.291,0.0,0.0,86705.735,60455.5163,55942.1631,352025.2841,245449.3962,0.0,0.2857460529241716,0.3024238381142984,0.0,0.0,0.8141839234023602,0.8392261507671781,台海核电,-95.4673,-21.2608,-1520928438.4,-1520854115.8,1405716153.71,440057718.13,5727904259.61,4754843587.94,-233486646.32,-44103970.94,2789952960.86,1405716153.71,1376742651.37,台海核电,-24.2078,-6.6733,-682207724.93,-688317231.16,385137913.76,509758441.62,6635506830.57,4142879118.29,-357431645.33,-152526502.15,2628302631.88,385137913.76,445099698.43,6310205801.860001,-143.07568383002388,0.0240407965031568,-2.3146551693738724,0.1357455075279262
SZ002447,002447.SZ,2447,*ST晨鑫,辽宁,互联网,20100713,4116,20211019,1.94,0.6525,0.8523,0.0,0.0,0.0,9.2633,26.3031,15.3384,0.0,0.0,142719.3,142707.78,109250.27,276875.442,276853.0932,0.0,0.1870135645986213,0.3431176339782077,0.0,0.0,0.9198396793587176,0.1865688236602179,*ST晨鑫,-11.9151,-7.1405,-51475671.48,-51654091.34,241994638.32,105263440.13,694358105.28,359519465.35,5873758.95,22012379.93,-2631249.73,241994638.32,241967826.5,*ST晨鑫,-92.2366,-73.9451,-999178704.1,-999374008.81,243734041.71,66356241.8,733315058.79,172134801.58,-6151983.95,31826302.48,-5216900.05,243734041.71,32734041.71,2766123170.27,125.66215825214498,0.9536182612918892,-53.60184156130777,0.0308402136959689
SZ002466,002466.SZ,2466,天齐锂业,四川,小金属,20100831,4067,20211019,103.5,3.1182,4.6477,0.0,0.0,0.0,30.591,47.1931,41.1892,0.0,0.0,147709.9383,147376.2237,98876.5928,15287978.6141,15253439.153,0.0,0.9797642873026462,0.9853235490326884,0.0,0.0,0.9821865954130484,0.800533689126084,天齐锂业,-30.1381,1.7125,-1054130968.32,-1127375230.65,742574579.53,3239452205.58,42035564445.32,34603040179.83,870753272.17,1214419592.19,29590949673.42,742574579.53,-1448987180.28,天齐锂业,-69.9844,-5.3573,-4480207412.22,-5482334629.17,-274323915.54,4840615283.61,46596854830.11,37687405340.05,2218580630.39,2550832562.09,29621669407.6,-274323915.54,2608494511.04,182470735814.42,150.25345192707647,0.9655172413793104,-135.6068343393136,0.0140845070422535
SZ002473,002473.SZ,2473,*ST圣莱,浙江,家用电器,20100910,4057,20211019,7.33,0.8929,1.7389,0.0,0.0,0.0,56.878,613.8791,196.7912,0.0,0.0,16000.0,16000.0,8215.6706,117280.0,117280.0,0.0,0.0042250389148321,0.0980653769179453,0.0,0.0,0.9988866622133156,0.4694240604847676,*ST圣莱,-234.873,-108.9228,-182868518.21,-182868902.5,74977482.08,5282562.61,95023526.41,110838495.51,-22925711.24,-17838691.88,-57310041.45,74977482.08,74977482.08,*ST圣莱,-55.1913,-41.1005,-125966564.58,-132512656.08,-37102850.25,94816415.29,240567939.9,73514006.5,-70301825.21,-60938223.87,-109881628.2,-37102850.25,-37102850.25,1115489958.55,-62.53204921380144,0.0410393394851869,-6.41333755475456,0.1051481301602719
SZ002496,002496.SZ,2496,ST辉丰,江苏,农药化肥,20101109,3997,20211019,2.93,0.7984,1.032,0.0,0.0,14.5738,1.5836,2.6905,2.7739,0.0,0.0,150758.9677,102404.8144,79228.6056,441723.7754,300046.1062,0.0,0.3940404714253947,0.3713586835668223,0.0,0.1485535574667709,0.4408817635270541,0.2566155214587503,ST辉丰,-11.1012,-7.0983,-389113888.54,-353522719.59,850190804.02,1641807709.57,4967032607.21,2581112766.44,-85292505.65,180315106.76,307517702.79,850190804.02,179439744.02,ST辉丰,-16.9786,-8.6182,-560861347.38,-586270586.52,-230430393.07,1226380348.53,5414840419.5,2479935897.92,-406027842.41,-135024204.64,1043907769.39,-230430393.07,-183020564.17,4724755456.79,26.20277103614322,0.6486158329286061,-12.494919022808258,0.0767362797474502
SZ002504,002504.SZ,2504,ST弘高,北京,装修装饰,20101118,3988,20211019,1.74,1.5312,1.5312,0.0,0.0,0.0,3.602,3.9656,4.7583,0.0,0.0,102580.0523,41447.3971,41447.3971,178489.291,72118.471,0.0,0.0469201690015565,0.0335779408494551,0.0,0.0,0.6443999109329771,0.4162775183455637,ST弘高,-9.7703,-1.2819,-51371213.5,-58963625.95,24543485.78,450096118.19,3501504400.67,2933714572.55,-13252349.08,-11718451.79,-10659486.7,24543485.78,23477828.34,ST弘高,-42.9974,-8.1957,-352146724.54,-341448219.95,229111354.82,829221911.41,3934937101.08,3296933647.01,-106132903.62,-103743099.88,-35839247.62,229111354.82,214111265.29,1774233423.3,-151.40510496566202,0.0223409422049538,-30.2710846092395,0.0473530840213696
SZ002530,002530.SZ,2530,金财互联,江苏,软件服务,20101231,3945,20211019,6.16,0.7728,1.8668,0.0,0.0,0.0,2.3875,4.7454,4.7105,0.0,0.0,77919.8175,64855.8722,26849.6084,479986.0758,399512.1728,0.0,0.4271736713364465,0.4834334000444741,0.0,0.0,0.6412825651302605,0.49210584834334,金财互联,-45.2966,-32.944,-1260277676.07,-1223403567.15,223153652.51,1011479669.78,3328816499.01,1041798229.59,-156643568.44,-1436854.33,-379467362.06,223153652.51,381468579.63,金财互联,-17.9714,-13.2065,-628446686.8,-655583268.21,17516793.97,1262451044.1,4284536571.57,734542220.16,165765043.88,274098399.29,-450225317.7,17516793.97,-25083226.4,4420393395.94,-3076.438093721024,0.0012141816415735,-3.9233666525769535,0.1243322000971345
SZ002570,002570.SZ,2570,贝因美,浙江,乳制品,20110412,3843,20211019,5.14,0.9643,1.4021,0.0,0.0,0.0,3.5284,1.972,2.2856,0.0,0.0,102252.0,102245.6475,70323.7975,525575.28,525542.6282,0.0,0.4649766511007338,0.5768289971091839,0.0,0.0,0.3719661545312848,0.380920613742495,贝因美,-20.647,-5.9355,-310781579.05,-313453704.34,-30020128.53,2665134436.24,4034293142.99,2528466034.64,-239814180.05,-113356864.75,754923218.42,-30020128.53,-418867774.35,贝因美,-5.8829,-1.1173,-98872959.98,-95323225.38,-630820205.44,2785476110.41,4375965959.55,2646612104.47,-57995782.39,91865580.11,855563812.18,-630820205.44,-782272037.45,6010676018.42,-53.0243671759632,0.0454103933948518,-16.767237800128658,0.0662943176299174
SZ002586,002586.SZ,2586,*ST围海,浙江,建筑工程,20110602,3792,20211019,2.33,0.4888,0.7959,0.0,0.0,0.0,0.8215,1.3498,1.1919,0.0,0.0,114422.3714,89394.6962,54903.919,266604.1254,208289.6421,0.0,0.1694462975316878,0.2461641094062708,0.0,0.0,0.1747940325094633,0.1654436290860573,*ST围海,-8.0113,-1.7289,-265897709.02,-286491661.81,939254731.57,1975083077.4,8129486565.42,4842384995.33,29491901.48,52551011.45,1673135090.07,939254731.57,611135168.75,*ST围海,-36.0616,-14.2217,-1587005766.63,-1424529265.07,525497653.33,3437604134.27,9254030303.88,5490581490.42,243795417.66,294660833.14,1589444165.5,525497653.33,42932163.08,4339176344.07,82.57074838984853,0.91452161243322,-9.305824948469551,0.0886352598348712
SZ002592,002592.SZ,2592,ST八菱,广西,汽车配件,20111111,3630,20211019,7.5,4.9561,7.4205,0.0,0.0,0.0,2.4225,3.5132,3.2484,0.0,0.0,28333.1157,26127.703,17450.5517,212498.3678,195957.7725,0.0,0.0905047809650878,0.223037580609295,0.0,0.0,0.496771320418615,0.8919279519679787,ST八菱,-63.4871,-42.9426,-901864409.16,-912358576.81,126186467.45,604859908.98,1468131594.46,698446528.38,7411762.22,74266867.57,214991228.02,126186467.45,-69901818.07,ST八菱,-24.5218,-16.2752,-409725466.47,-406084160.78,-157941346.7,750904447.3,2709736577.85,962318676.02,-27675263.7,45344034.19,104174704.24,-157941346.7,45790205.39,2339974906.02,31.507655871098432,0.7093249150072851,-2.329110211721648,0.1355026711996114
SZ002619,002619.SZ,2619,*ST艾格,浙江,互联网,20110929,3673,20211019,1.82,5.7046,7.607,0.0,0.0,0.0,1.5739,18.4594,55.532,0.0,0.0,184489.6231,143136.2991,107339.0313,335771.114,260508.0644,0.0,0.2657327106960195,0.3219924394040471,0.0,0.0,0.9899799599198396,0.895930620413609,*ST艾格,-45.3551,-44.0252,-1245936340.65,-1250169515.45,79593321.29,181897280.41,2241462887.08,74761264.8,-117982457.88,-108385198.46,-522498958.78,79593321.29,39603321.29,*ST艾格,-52.0483,-48.1523,-2556436579.75,-2555989894.17,-1166760708.06,553665412.1,3585263519.49,177877683.58,98987065.54,111461388.67,-679158253.78,-1166760708.06,-1146770708.06,2835212181.2200003,-26.15866577267326,0.0638659543467702,-2.685804683688346,0.1330743079164643
SZ002633,002633.SZ,2633,申科股份,浙江,机械基件,20111122,3619,20211019,7.59,0.6039,1.3499,0.0,0.0,0.0,2.3507,6.7036,6.3619,0.0,0.0,15000.0,14941.875,6684.375,113850.0,113408.8313,0.0,0.003557927507227,0.0936179675339115,0.0,0.0,0.7470496548652861,0.3664665332443851,申科股份,-6.8127,-5.0042,-32675224.04,-32675224.04,-51728653.8,169833443.61,627294102.26,164010618.29,-32128841.07,3630931.17,-1169658.18,-51728653.8,-21728653.8,申科股份,-5.6567,-4.6569,-28871341.16,-28871341.16,16870200.88,122814262.32,612465439.64,116506731.63,-29356589.52,4478976.41,-54797946.83,16870200.88,16870200.88,1137330341.82,313.2337928124371,0.9881010199125788,-34.842913352523105,0.0420106847984458
SZ002640,002640.SZ,2640,*ST跨境,山西,互联网,20111208,3603,20211019,2.3,1.8931,2.2567,0.0,0.0,0.0,1.6848,0.2105,0.2648,0.0,0.0,155804.133,125135.4447,104975.3455,358349.5059,287811.5228,0.0,0.2924171670002223,0.3571269735379141,0.0,0.0,0.0180360721442885,0.5730486991327551,*ST跨境,-116.5646,-30.8635,-2804249065.33,-3376158633.87,580946115.91,17021094096.54,6242274309.13,5033376909.84,-1878405355.52,-1766383861.15,360932824.61,580946115.91,-657569419.51,*ST跨境,-45.5321,-24.354,-2938899735.21,-2723597391.95,671405217.4,17874236565.62,10511318777.47,5948811991.78,-2521382618.32,-2433453260.79,1152363052.51,671405217.4,994679045.02,3944427883.61,-2.2330524923625545,0.0886352598348712,-1.06141193220306,0.1437591063623118
SZ002739,002739.SZ,2739,万达电影,北京,影视音像,20150122,2462,20211019,15.29,1.9,3.7997,0.0,0.0,0.0,3.5053,5.4178,3.0032,0.0,0.0,223072.512,215089.8143,107552.1817,3410778.7085,3288723.2606,0.0,0.8914832110295753,0.9172781854569712,0.0,0.0,0.4700512135381874,0.7511674449633089,万达电影,-55.6366,-26.6845,-6941092499.38,-6841349488.68,-112783175.85,6295481617.12,23476060766.72,13194167206.99,-2304735499.01,-1029105484.4,2024487707.46,-112783175.85,190946502.1,万达电影,-35.8027,-17.2166,-4554105377.28,-4721740840.11,-1098769093.12,15435362985.83,26488081327.87,12349605725.06,1669338853.29,2982749845.65,4180580440.35,-1098769093.12,-552926284.27,36132274792.46,-35.11037045296306,0.0551238465274405,-4.985534965204782,0.1155900922778047
SZ002748,002748.SZ,2748,世龙实业,江西,化工原料,20150319,2406,20211019,11.0,8.1362,20.3862,0.0,0.0,0.0,2.647,1.6798,1.5794,0.0,0.0,24000.0,24000.0,9578.51,264000.0,264000.0,0.0,0.1667778519012675,0.3268845897264843,0.0,0.0,0.2538410153640614,0.9837669557482768,世龙实业,-13.5693,-8.4865,-177993774.42,-137860341.24,186454696.37,1571596891.68,1875972091.14,870232323.09,57813178.48,155630681.71,460604630.38,186454696.37,383737897.37,世龙实业,-1.5944,-0.1872,-19704214.18,-18480125.2,-116945133.38,1849512179.25,1810603956.5,657088136.49,9811532.89,88435005.9,295500475.64,-116945133.38,47494986.62,3100604630.38,19.92283652755324,0.5322972316658572,-19.14981477816049,0.0619232637202525
SZ002780,002780.SZ,2780,三夫户外,北京,其他商业,20151209,2141,20211019,17.28,3.1015,3.7238,0.0,0.0,0.0,4.7555,5.3733,4.7464,0.0,0.0,14536.8643,11511.7346,9588.0652,251197.0151,198922.7739,0.0,0.1476539915499221,0.2281521014009339,0.0,0.0,0.6430639055889557,0.7438292194796531,三夫户外,-11.6993,-7.6868,-66125602.11,-67703199.31,-131884294.9,467487848.35,800467460.17,247258105.4,288819.3,21578229.56,8343405.62,-131884294.9,-116284294.9,三夫户外,-4.8298,-3.6908,-30440827.98,-28673756.0,103000225.23,402286877.79,830254095.7,215950776.79,-6930028.57,8577297.84,-112962289.03,103000225.23,85095929.17,2520313556.62,116.79890371043028,0.947061680427392,-37.10268017761124,0.0407965031568722
SZ002786,002786.SZ,2786,银宝山新,深圳,专用机械,20151223,2127,20211019,6.64,1.0715,2.0205,0.0,0.0,0.0,3.5366,1.015,1.2616,0.0,0.0,49561.2,49411.2,26203.04,329086.368,328090.368,0.0,0.2581721147431621,0.4087169223927062,0.0,0.0,0.1868180806056557,0.5281298643540138,银宝山新,-44.5605,-6.5785,-348115935.27,-333589734.17,139058917.71,3242156267.7,4279700122.14,3675919158.86,-240995989.74,-69322443.06,978023482.85,139058917.71,292093175.5,银宝山新,-25.9044,-5.8929,-318871725.82,-270279550.26,4074393.11,2779183852.05,4217598912.18,3277604025.95,-228392508.47,-55335520.1,934133163.97,4074393.11,133897229.35,4268887162.85,-61.58016039849014,0.0417678484701311,-9.865002855042745,0.0852355512384652
SZ300006,300006.SZ,300006,莱美药业,重庆,化学制药,20091030,4372,20211019,6.36,6.133,9.1698,0.0,0.0,0.0,2.9501,4.2409,4.2054,0.0,0.0,105591.1205,81215.2773,54319.2444,671559.5264,516529.1636,0.0,0.5557038025350234,0.5701578830331332,0.0,0.0,0.5991983967935872,0.92239270624861,莱美药业,-23.9624,-8.0244,-343604466.76,-344655919.6,208554798.36,1583529913.64,3147802975.26,1916187607.45,-43449178.01,66922579.99,613246934.66,208554798.36,529249833.1,莱美药业,-9.5344,-3.063,-169719746.16,-161391516.2,-81772895.69,1859010759.5,3501431031.13,1847700255.85,72825630.99,182328264.9,810237976.97,-81772895.69,43495513.81,7328842198.66,109.51224832866758,0.9412336085478388,-19.48492650813591,0.0614375910636231
SZ300013,300013.SZ,300013,新宁物流,江苏,仓储物流,20091030,4372,20211019,4.17,5.6428,7.3508,0.0,0.0,0.0,12.2108,2.309,2.1475,0.0,0.0,44668.7115,44578.7115,34220.3153,186268.527,185893.227,0.0,0.0571492105848343,0.2076940182343784,0.0,0.0,0.3527054108216433,0.8897042472759618,新宁物流,-119.8713,-33.9335,-552804705.68,-609213924.64,439913313.03,806714034.61,1108872107.68,859627070.47,-46465929.26,56407318.35,352249749.54,439913313.03,208809189.4,新宁物流,-52.2486,-23.613,-614907435.96,-579049294.28,-49037353.56,898624297.5,1940264441.35,1099874635.34,-8319992.56,78443090.81,495944658.51,-49037353.56,-50919761.56,2214935019.54,39.26680232867336,0.7765905779504614,-3.0575224804664605,0.129917435648373
SZ300023,300023.SZ,300023,*ST宝德,陕西,专用机械,20091030,4372,20211019,7.52,0.9059,2.213,0.0,0.0,0.0,4.885,72.818,89.866,0.0,0.0,31610.6775,25820.4188,10569.2313,237712.2948,194169.5494,0.0,0.1271959083833667,0.2197020235712697,0.0,0.0,0.9951013137385882,0.563820324660885,*ST宝德,-0.3721,-0.9339,-137323.92,-1810558.3,-24675166.67,32644695.06,518933976.87,33156253.18,-14462289.38,-6242466.86,-270660623.23,-24675166.67,-24675166.67,*ST宝德,-78.7003,-16.4996,-452173163.2,-427200971.15,2214353684.84,124817327.95,583125461.07,95867756.85,-348359858.88,-340808576.52,-276346238.23,2214353684.84,1596760334.32,2106462324.77,-337.4406900367589,0.0114133074307916,-1312.92262060824,0.0019426906265177
SZ300025,300025.SZ,300025,华星创业,浙江,通信设备,20091030,4372,20211019,3.89,1.3627,1.6152,0.0,0.0,0.0,5.3801,2.0988,2.114,0.0,0.0,42853.0562,42846.2725,36148.7685,166698.3886,166672.0,0.0,0.0333555703802535,0.1758950411385368,0.0,0.0,0.3462480516588733,0.4355125639315099,华星创业,-37.5183,-9.8122,-151538912.1,-151349983.69,156586702.89,794262006.32,959809678.04,635443625.33,-52313101.28,-41367961.49,227848155.89,156586702.89,40361955.22,华星创业,-34.6201,-8.5477,-190925769.59,-213796149.82,148603376.83,1046948302.01,1612173326.53,1132916438.09,-34389520.48,-18731463.16,313977758.72,148603376.83,50934126.83,1894832041.89,-45.80433682592852,0.0490529383195726,-11.014100202444496,0.0806216610004856
SZ300027,300027.SZ,300027,华谊兄弟,浙江,影视音像,20091030,4372,20211019,3.34,0.5036,0.6961,0.0,0.0,0.0,3.02,6.1885,5.2918,0.0,0.0,277925.4919,224456.7944,162393.4603,928271.1429,749685.6933,0.0,0.6522125861685568,0.6748943740271292,0.0,0.0,0.6840347361389446,0.12764064932177,华谊兄弟,-28.2236,-7.8297,-1053546540.79,-1075498988.85,-437274500.21,1499998801.86,9602346304.29,5974742024.75,-205587315.15,-87139343.42,2711276444.32,-437274500.21,-827561972.12,华谊兄弟,-62.0143,-23.894,-3764160557.47,-4040446495.35,1249834441.1,2243545641.88,10830053589.99,5904319625.1,-362507525.46,-162650815.35,3158558996.9,1249834441.1,-1166816940.59,11993987873.32,-137.6414763135244,0.0250121418164157,-8.631074064444947,0.0930063137445361
SZ300029,300029.SZ,300029,*ST天龙,江苏,电气设备,20091225,4316,20211019,6.22,1.534,2.037,0.0,0.0,0.0,0.0,11.0553,7.4641,0.0,0.0,20000.0,20000.0,15061.29,124400.0,124400.0,0.0,0.0060040026684456,0.1080720480320213,0.0,0.0,0.7918058338900023,0.5319101623304425,*ST天龙,-113.2199,-19.3296,-30999767.66,-31974400.4,11803746.27,112525653.5,220807920.85,208384489.99,-13706367.47,-7081099.7,-738412.9,11803746.27,11803746.27,*ST天龙,-92.7827,-55.1973,-76476564.21,-76476564.21,41093771.12,17186793.43,97306531.79,53683956.42,-19841857.65,-11773176.98,-2637057.15,41093771.12,41093771.12,1243261587.1,-175.57464797452292,0.0201554152501214,-38.90612441320401,0.0395823215152986
SZ300044,300044.SZ,300044,*ST赛为,深圳,软件服务,20100120,4290,20211019,2.71,2.6032,2.7302,0.0,0.0,0.0,1.4575,1.5447,1.6761,0.0,0.0,77671.1228,66844.6839,63735.013,210488.7428,181149.0934,0.0,0.0876139648654658,0.2008005336891261,0.0,0.0,0.2727677577376976,0.6444296197464977,*ST赛为,-9.26,-1.7025,-157948335.23,-56808699.35,-42449314.05,1362615496.77,4828025449.52,3322528682.86,92597180.2,171435733.15,1419849075.47,-42449314.05,234591898.43,*ST赛为,-20.5134,-7.8402,-417654309.31,-468710028.91,-272606873.76,1276629503.36,4613757798.54,2822720296.32,188776245.25,264267410.2,1012855437.38,-272606873.76,8332202.39,3524736503.4700003,20.56010400344008,0.5500242836328315,-37.052202428218415,0.0412821758135017
SZ300048,300048.SZ,300048,合康新能,北京,电气设备,20100120,4290,20211019,5.81,1.2806,1.6697,0.0,0.0,0.0,3.6357,5.0962,4.631,0.0,0.0,110220.1357,109005.9982,83608.7484,640378.9884,633324.8495,0.0,0.540137869690905,0.6313097620635979,0.0,0.0,0.6354932086395012,0.4496330887258172,合康新能,-25.8183,-18.7656,-613797920.16,-628198500.19,249661307.32,1256569347.18,2599945857.59,955803515.98,-184880860.35,-63235947.54,-25645372.71,249661307.32,81554611.48,合康新能,1.0328,1.0831,15572431.78,-11364922.17,276714066.402,1303728042.87,3754925947.82,1429613513.87,106761779.54,231068355.72,233299288.28,276714066.402,87999591.612,6378144511.29,-100.86263841077884,0.0308402136959689,-10.193895531528902,0.0840213695968917
SZ300051,300051.SZ,300051,ST三五,福建,互联网,20100211,4268,20211019,4.42,2.6239,4.0928,0.0,0.0,0.0,6.6631,7.2916,8.0279,0.0,0.0,36569.869,36564.634,23441.7039,161638.821,161615.6823,0.0,0.0269068267734044,0.1654436290860573,0.0,0.0,0.8062792251169004,0.7705136757838559,ST三五,-24.6656,-6.3648,-70890680.2,-71750717.21,13971187.29,221676657.8,699891894.67,459472199.69,-306263.35,23109488.21,239738860.93,13971187.29,-8528812.71,ST三五,-56.8749,-24.3348,-254144874.19,-256364016.21,-13396105.34,288308607.71,808535974.26,495683610.07,17710942.94,41055776.08,237097907.24,-13396105.34,-3396105.34,1856127070.93,80.31883069252964,0.9106362311801846,-22.527833488676567,0.0573093734822729
SZ300064,300064.SZ,300064,*ST金刚,河南,矿物制品,20100326,4225,20211019,1.84,5.3984,8.1475,0.0,0.0,0.0,53.3915,4.6367,3.2456,0.0,0.0,120547.6595,69622.9777,46131.6477,221807.6935,128106.279,0.0,0.1042917500555926,0.1134089392928619,0.0,0.0,0.4963259853039412,0.9070491438736936,*ST金刚,-112.1172,-14.8351,-1242257970.4,-1242370782.19,188740307.5,478374496.91,6377609474.98,5883497152.5,-198541834.36,29766984.93,1420987495.39,188740307.5,281841959.78,*ST金刚,-120.0466,-59.7148,-5169420437.45,-5199212465.09,647218399.26,955446218.14,7378844290.9,5642354473.28,-465067984.67,-251516001.11,1168392641.8,647218399.26,985284049.64,3639064430.39,122.2516972729223,0.9516755706653716,-1.785358257612969,0.1391452161243322
SZ300093,300093.SZ,300093,金刚玻璃,广东,玻璃,20100708,4121,20211019,20.61,1.1904,1.678,0.0,0.0,0.0,8.7057,13.5191,11.2381,0.0,0.0,21600.0,19715.2725,13986.0949,445176.0,406331.7662,0.0,0.3969312875250166,0.4889926617745163,0.0,0.0,0.8690714762859052,0.4518567934178341,金刚玻璃,-22.972,-10.5051,-128744408.07,-130975483.44,-112295660.9,329294717.09,989981774.38,482924841.27,-48202085.05,2182796.32,151353131.64,-112295660.9,-169919111.66,金刚玻璃,-13.0237,-5.854,-94019635.05,-90361360.23,305799405.82,612769304.55,1275007584.39,644835008.09,-37108094.47,19194044.72,-19454956.41,305799405.82,270788198.18,4603113131.64,2108.814775553589,0.9980573093734822,-33.98926183035893,0.0434677027683341
SZ300098,300098.SZ,300098,高新兴,广东,通信设备,20100728,4101,20211019,4.82,2.9152,3.0277,0.0,0.0,0.0,2.6488,3.6009,3.4242,0.0,0.0,173778.2275,145755.7381,140341.0763,837611.0566,702542.6576,0.0,0.6244162775183456,0.6586613297754058,0.0,0.0,0.5177020708082832,0.6775628196575495,高新兴,-28.2382,-16.7813,-1193475934.83,-1115805734.04,-615333486.55,2326086511.15,6208846936.15,2801928488.5,-358534250.19,-269707058.77,-406548196.32,-615333486.55,-513551355.03,高新兴,-22.9825,-14.8842,-1198227329.54,-1177759204.53,-429915508.27,2693234817.06,7844889731.52,3294708227.56,-161997758.98,-111758531.77,-757827004.94,-429915508.27,152114157.73,7969562369.68,-29.54895732438453,0.0616804273919378,-7.506782148961182,0.099077221952404
SZ300102,300102.SZ,300102,乾照光电,福建,半导体,20100812,4086,20211019,8.03,2.4024,2.5267,0.0,0.0,124.0803,2.2988,4.3173,3.1605,0.0,0.0,70739.0811,70710.5961,67233.3643,568034.8212,567806.0867,0.0,0.4972203691349788,0.5983989326217478,0.0,0.9093041438623924,0.4885326207971499,0.6161885701578831,乾照光电,-9.9784,-3.1296,-297308030.27,-247682074.83,785219272.9,1315719833.58,6213657909.84,3860310934.41,-167882442.14,214519750.61,2218647325.98,785219272.9,763900694.98,乾照光电,-10.207,-3.9746,-329761342.65,-280007241.28,-681805833.59,1039240844.4,6898905890.59,4297318715.33,-214315375.42,57404551.86,943354882.35,-681805833.59,282232358.62,7898995537.98,36.82176356964207,0.7591063623118018,-22.934030312443017,0.0568237008256435
SZ300108,300108.SZ,300108,吉药控股,吉林,中成药,20100825,4073,20211019,3.7,1.1085,1.3405,0.0,0.0,0.0,0.0,3.7997,3.662,0.0,0.0,66601.4674,44431.6089,36743.7454,246425.4294,164396.9529,0.0,0.1387591727818545,0.1723371136313097,0.0,0.0,0.5430861723446894,0.3629086057371581,吉药控股,-186.1797,-9.1333,-413361448.86,-418084622.99,207388875.74,648546128.84,2739752697.28,2712552815.99,-108425556.29,-17208896.75,1891563029.5,207388875.74,209205299.98,吉药控股,-137.0902,-39.2906,-1747411123.23,-1778021412.97,90738325.27,1065807539.96,3237850160.93,2827278656.65,-331674570.89,-232413124.94,1603670087.77,90738325.27,507005991.26,4355817323.5,-253.1142691352367,0.0148130160271976,-5.894151945547496,0.1090335114133074
SZ300139,300139.SZ,300139,晓程科技,北京,元器件,20101112,3994,20211019,10.48,11.2861,11.9065,0.0,0.0,0.0,2.9871,15.5425,15.3982,0.0,0.0,27400.0,23258.7025,22046.7925,287152.0,243751.2022,0.0,0.2023571269735379,0.3006448743606849,0.0,0.0,0.9202850144733912,0.9499666444296198,晓程科技,-9.8273,-3.4705,-51150159.04,-61888690.41,202552064.81,184753312.33,1128061014.66,156789083.04,44070620.26,64168794.75,-87880596.72,202552064.81,127650390.64,晓程科技,-7.2812,-3.2042,-56585820.85,-136540225.3,-461815154.57,359698409.2,1275608433.35,233628185.45,-56111438.68,-31918980.53,37513683.06,-461815154.57,-528866427.15,2783639403.28,43.37995460449255,0.8006313744536183,-46.39813802775214,0.0347255949490043
SZ300140,300140.SZ,300140,中环装备,陕西,环境保护,20101112,3994,20211019,6.95,2.2828,3.339,0.0,0.0,0.0,1.6855,1.5764,1.9651,0.0,0.0,42724.4052,38565.9584,26366.2661,296934.6161,268033.4109,0.0,0.2143651323104291,0.3311096286413164,0.0,0.0,0.3228679581384992,0.7113631309762064,中环装备,-25.0114,-5.8781,-470100124.02,-522384369.19,183704162.43,1883579282.72,5820709536.96,3936829613.55,-29773527.84,67286090.73,1402079299.26,183704162.43,127076752.18,中环装备,-1.673,1.0649,-9469566.47,-22890126.25,-500389861.08,2524734694.48,6448293958.84,4044511777.82,232089618.27,317236861.91,1056647214.69,-500389861.08,390913041.41,4371425460.26,64.96774315216634,0.8827100534239922,-5.684217094022579,0.1100048567265662
